"kegg","over.abundant.health.conf"
"K14412(alpha-1,4-fucosyltransferase)",0.744
"K15018()",0.744
"K15287()",0.744
"K15773()",0.744
"K00035(D-galactose_1-dehydrogenase)",0.742
"K00289(formyltetrahydrofolate_dehydrogenase)",0.742
"K01291(carboxypeptidase_B)",0.742
"K02225(cobalamin_biosynthetic_protein_CobC)",0.742
"K03148(adenylyltransferase)",0.742
"K03995(complement_component_6)",0.742
"K04428(mitogen-activated_protein_kinase_kinase_kinase_4)",0.742
"K05577(NADH_dehydrogenase_I_subunit_5)",0.742
"K06602(flagellar_protein_FlaF)",0.742
"K06983(ribosomal_RNA_large_subunit_methyltransferase_F)",0.742
"K09146(hypothetical_protein)",0.742
"K09859(hypothetical_protein)",0.742
"K10464(kelch-like_protein_28)",0.742
"K11330(two-component_system,_OmpR_family,_Ni(II)-responsive_and/orredox-responsive_regulator_NrsR)",0.742
"K12115(clock-associated_PAS_protein_ZTL)",0.742
"K14383()",0.742
"K14491()",0.742
"K14716()",0.742
"K14779()",0.742
"K15155()",0.742
"K00072(sepiapterin_reductase)",0.74
"K00318(proline_dehydrogenase)",0.74
"K01050(cholinesterase)",0.74
"K01122(ectonucleotide_pyrophosphatase/phosphodiesterase_family_member_2)",0.74
"K01349(furin)",0.74
"K01769(guanylate_cyclase,_other)",0.74
"K03903(fibrinogen_alpha_chain)",0.74
"K04248(luteinizing_hormone/choriogonadotropin_receptor)",0.74
"K04307(leucine-rich_repeat-containing_G_protein-coupled_receptor_8)",0.74
"K04372(MAP_kinase_interacting_serine/threonine_kinase)",0.74
"K05012(chloride_channel_3)",0.74
"K05597(glutamin-(asparagin-)ase)",0.74
"K05679(ATP-binding_cassette,_subfamily_G_(WHITE),_member_1)",0.74
"K06316(oligosaccharidyl-lipid_flippase_family)",0.74
"K07139(5-hydroxyisourate_hydrolase)",0.74
"K07556(ATP_synthase_mitochondrial_F1_complex_assembly_factor_2)",0.74
"K08482(circadian_clock_protein_KaiC)",0.74
"K08793(serine/threonine_kinase_32)",0.74
"K08808(protein_serine_kinase_H)",0.74
"K09143(hypothetical_protein)",0.74
"K09530(DnaJ_homolog_subfamily_C_member_10)",0.74
"K09574(FK506-binding_protein_8)",0.74
"K11525(methyl-accepting_chemotaxis_protein_PixJ)",0.74
"K11885(DNA_damage-inducible_protein_1)",0.74
"K12108(cag_pathogenicity_island_protein_23)",0.74
"K12591(exosome_complex_exonuclease_RRP6)",0.74
"K13644(choline/ethanolamine_phosphotransferase)",0.74
"K14067(malate-CoA_ligase_subunit_beta)",0.74
"K14159(ribonuclease_HI_/_DNA_polymerase_III_subunit_epsilon)",0.74
"K14436(chromodomain-helicase-DNA-binding_protein_6)",0.74
"K14445()",0.74
"K14615()",0.74
"K14719()",0.74
"K14724()",0.74
"K14772()",0.74
"K14810()",0.74
"K15783()",0.74
"K15849()",0.74
"K00958(sulfate_adenylyltransferase)",0.738
"K01951(GMP_synthase_(glutamine-hydrolysing))",0.738
"K02633(period_circadian_protein)",0.738
"K02670(twitching_motility_protein_PilU)",0.738
"K03198(type_IV_secretion_system_protein_VirB3)",0.738
"K03345(sentrin-specific_protease_2_(axin_associating_molecule))",0.738
"K03501(glucose_inhibited_division_protein_B)",0.738
"K04407(mitogen-activated_protein_kinase_kinase_kinase_kinase_4)",0.738
"K05011(chloride_channel_2)",0.738
"K05100(macrophage-stimulating_1_receptor)",0.738
"K05295(20alpha-hydroxysteroid_dehydrogenase)",0.738
"K05404(toll-like_receptor_7)",0.738
"K05643(ATP-binding_cassette,_subfamily_A_(ABC1),_member_3)",0.738
"K06051(delta)",0.738
"K06468(Fc_receptor,_IgE,_low_affinity_II)",0.738
"K06485(integrin_alpha_6)",0.738
"K06561(CD207_antigen)",0.738
"K06601(flagellar_protein_FlbT)",0.738
"K06611(stachyose_synthetase)",0.738
"K07076(mannosyl-3-phosphoglycerate_phosphatase)",0.738
"K07394(SM-20-related_protein)",0.738
"K08330(autophagy-related_protein_11)",0.738
"K08647(pappalysin-2)",0.738
"K08778(astacin-like_metalloendopeptidase)",0.738
"K08823(CDC-like_kinase)",0.738
"K08827(serine/threonine-protein_kinase_PRP4)",0.738
"K09511(DnaJ_homolog_subfamily_B_member_5)",0.738
"K10064(asialoglycoprotein_receptor_2)",0.738
"K10378(beaded_filament_structural_protein_1,_filensin)",0.738
"K10453(kelch-like_protein_16_(gigaxonin))",0.738
"K10503(zinc_finger_and_BTB_domain-containing_protein_24)",0.738
"K10683(BRCA1-associated_RING_domain_protein_1)",0.738
"K10774(tyrosine_ammonia-lyase)",0.738
"K11064(monocyte_to_macrophage_differentiation_protein)",0.738
"K11154(retinol_dehydrogenase_16)",0.738
"K11422(histone-lysine_N-methyltransferase_SETD1)",0.738
"K11479(aurora_kinase_B)",0.738
"K11638(two-component_system,_CitB_family,_response_regulator_CitT)",0.738
"K12048(ComB10_competence_protein)",0.738
"K12069(conjugal_transfer_pilus_assembly_protein_TraA)",0.738
"K12407(glucokinase)",0.738
"K12813(pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_DHX16)",0.738
"K13022(carboxypeptidase_Z)",0.738
"K13207(CUG-BP-_and_ETR3-like_factor)",0.738
"K13368(estradiol_17beta-dehydrogenase_/_testosterone_17beta-dehydrogenase)",0.738
"K13543(uroporphyrinogen_III_methyltransferase_/_synthase)",0.738
"K13621(betaine_lipid_synthase)",0.738
"K13657(alpha-1,3-mannosyltransferase)",0.738
"K13959(kelch-like_protein_38)",0.738
"K14001(nucleotide_exchange_factor_SIL1)",0.738
"K14411(RNA-binding_protein_Musashi)",0.738
"K14448((2S)-methylsuccinyl-CoA_dehydrogenase)",0.738
"K14712()",0.738
"K15013()",0.738
"K15400()",0.738
"K15691()",0.738
"K15719()",0.738
"K00995(CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase)",0.736
"K01148(poly(A)-specific_ribonuclease)",0.736
"K01909(long-chain-fatty-acid--[acyl-carrier-protein]_ligase)",0.736
"K03036(26S_proteasome_regulatory_subunit_N6)",0.736
"K03842(beta-1,4-mannosyltransferase)",0.736
"K04429(thousand_and_one_amino_acid_protein_kinase)",0.736
"K04466(mitogen-activated_protein_kinase_kinase_kinase_14)",0.736
"K04888(potassium_voltage-gated_channel_Shaw-related_subfamily_C_member_2)",0.736
"K04902(potassium_voltage-gated_channel_subfamily_G_member_3)",0.736
"K05360(protein-disulfide_reductase_(glutathione))",0.736
"K05882(aryl-alcohol_dehydrogenase_(NADP+))",0.736
"K06044((1->4)-alpha-D-glucan_1-alpha-D-glucosylmutase)",0.736
"K06066(CBF1_interacting_corepressor)",0.736
"K06072(deoxyhypusine_monooxygenase)",0.736
"K06107(erythrocyte_membrane_protein_band_4.1)",0.736
"K06115(spectrin_beta)",0.736
"K06484(integrin_alpha_5)",0.736
"K06499(carcinoembryonic_antigen-related_cell_adhesion_molecule)",0.736
"K06555(lymphocyte_antigen_78)",0.736
"K06667(serine/threonine-protein_kinase_CAK1)",0.736
"K06689(ubiquitin-conjugating_enzyme_E2_D/E)",0.736
"K06721(C-type_lectin_domain_family_10,_member_A)",0.736
"K07187(insulin_receptor_substrate)",0.736
"K07969(beta-1,4-galactosyltransferase_4)",0.736
"K08085(type_IV_fimbrial_biogenesis_protein_FimU)",0.736
"K08123(keratocan)",0.736
"K08266(G_protein_beta_subunit-like)",0.736
"K08673(proprotein_convertase_subtilisin/kexin_type_7)",0.736
"K08714(voltage-gated_sodium_channel)",0.736
"K08832(serine/threonine_kinase_23)",0.736
"K08961(chondroitin-sulfate-ABC_endolyase/exolyase)",0.736
"K08985(putative_lipoprotein)",0.736
"K09517(DnaJ_homolog_subfamily_B_member_11)",0.736
"K09606(aminopeptidase_O)",0.736
"K09649(protease,_serine,_16_(thymus))",0.736
"K09991(hypothetical_protein)",0.736
"K10063(asialoglycoprotein_receptor_1)",0.736
"K10445(kelch-like_protein_7)",0.736
"K10628(recombination-activating_protein_1)",0.736
"K10699(ubiquitin-activating_enzyme_E1-like_protein_2)",0.736
"K10891(fanconi_anemia_group_D2_protein)",0.736
"K11354(two-component_system,_chemotaxis_family,_sensor_kinase_Cph1)",0.736
"K11410(short/branched_chain_acyl-CoA_dehydrogenase)",0.736
"K11512(centromere_protein_T)",0.736
"K11703(collagen_beta-1,O-galactosyltransferase)",0.736
"K11771(SWI/SNF_chromatin-remodeling_complex_subunit_SWI1)",0.736
"K12050(ComB8_competence_protein)",0.736
"K12078(type_IV_secretion_system_protein_PtlA)",0.736
"K12080(type_IV_secretion_system_protein_PtlC)",0.736
"K12445(trans_enoyl_reductase)",0.736
"K12776(meiosis-specific_serine/threonine-protein_kinase_MEK1)",0.736
"K12978(lipid_A_4'-phosphatase)",0.736
"K13047(tolloid-like_protein_2)",0.736
"K13170(splicing_factor,_arginine/serine-rich_18)",0.736
"K13414(mitogen-activated_protein_kinase_kinase_kinase_1,_plant)",0.736
"K13702(abhydrolase_domain-containing_protein_10)",0.736
"K13964(serpin_B7)",0.736
"K14282(transforming_acidic_coiled-coil-containing_protein_2)",0.736
"K14365(four_and_a_half_LIM_domains_protein_1)",0.736
"K14397(cleavage_and_polyadenylation_specificity_factor_subunit_5)",0.736
"K14438(chromodomain-helicase-DNA-binding_protein_9)",0.736
"K14467()",0.736
"K14556()",0.736
"K14598()",0.736
"K15272()",0.736
"K15481()",0.736
"K15646()",0.736
"K00070(3beta-hydroxy-delta5-steroid_dehydrogenase_/_steroid_delta-isomerase)",0.734
"K00291(saccharopine_dehydrogenase_(NADP+,_L-lysine_forming))",0.734
"K00902(dolichol_kinase)",0.734
"K01021(protein-tyrosine_sulfotransferase)",0.734
"K01107(inositol_polyphosphate_1-phosphatase)",0.734
"K01164(ribonuclease_P)",0.734
"K01231(alpha-mannosidase_II)",0.734
"K01294(carboxypeptidase_E)",0.734
"K01312(trypsin)",0.734
"K01385(thermopsin)",0.734
"K01398(matrix_metalloproteinase-2_(gelatinase_A))",0.734
"K01411(nardilysin)",0.734
"K01415(endothelin-converting_enzyme)",0.734
"K01416(snapalysin)",0.734
"K01923(phosphoribosylaminoimidazole-succinocarboxamide_synthase)",0.734
"K01961(acetyl-CoA_carboxylase,_biotin_carboxylase_subunit)",0.734
"K02084(apoptotic_protease-activating_factor)",0.734
"K03178(ubiquitin-activating_enzyme_E1)",0.734
"K03534(L-rhamnose_mutarotase)",0.734
"K03983(alpha-2-antiplasmin)",0.734
"K04412(serine/threonine_kinase_3)",0.734
"K04413(misshapen/NIK-related_kinase)",0.734
"K04416(mitogen-activated_protein_kinase_kinase_kinase_1)",0.734
"K04417(mitogen-activated_protein_kinase_kinase_kinase_9)",0.734
"K04515(calcium/calmodulin-dependent_protein_kinase_(CaM_kinase)_II)",0.734
"K04593(latrophilin_2)",0.734
"K04733(interleukin-1_receptor-associated_kinase_4)",0.734
"K04984(transient_receptor_potential_cation_channel_subfamily_A_member_1)",0.734
"K05120(tyrosine_kinase_receptor_1)",0.734
"K05167(interleukin_17_receptor_D)",0.734
"K05293(phosphatidylinositol_glycan,_class_U)",0.734
"K05441(interferon,_kappa)",0.734
"K05502(bone_morphogenetic_protein_1)",0.734
"K05579(NADH_dehydrogenase_I_subunit_7)",0.734
"K05649(ATP-binding_cassette,_subfamily_A_(ABC1),_member_6)",0.734
"K05652(ATP-binding_cassette,_subfamily_A_(ABC1),_member_10)",0.734
"K06343(spore_coat_protein_Y)",0.734
"K06344(spore_coat_protein_Z)",0.734
"K06528(lysosomal-associated_membrane_protein_1/2)",0.734
"K06583(integrin_alpha_7)",0.734
"K07116(N-acetylmuramic_acid_6-phosphate_etherase)",0.734
"K07367(caspase_recruitment_domain-containing_protein_11)",0.734
"K07758(pyridoxal_phosphatase)",0.734
"K07918(Ras-related_protein_Rab-32)",0.734
"K08049(adenylate_cyclase_9)",0.734
"K08099(chlorophyllase)",0.734
"K08131(collagen,_type_IX,_alpha)",0.734
"K08462(G_protein-coupled_receptor_125)",0.734
"K08637(carboxypeptidase_A4)",0.734
"K08645(anthrax_lethal_toxin_endopeptidase)",0.734
"K08840(TRAF2_and_NCK_interacting_kinase)",0.734
"K08862(polo-like_kinase_3)",0.734
"K09455(microphthalmia-associated_transcription_factor)",0.734
"K09519(DnaJ_homolog_subfamily_B_member_13)",0.734
"K09536(DnaJ_homolog_subfamily_C_member_16)",0.734
"K09555(BCL2-associated_athanogene_1)",0.734
"K09874(aquaporin_NIP)",0.734
"K09930(hypothetical_protein)",0.734
"K10198(glucose/arabinose_transport_system_permease_protein)",0.734
"K10513(zinc_finger_and_BTB_domain-containing_protein_41)",0.734
"K10769(alkylated_DNA_repair_protein_alkB_homolog_7)",0.734
"K11390(citrate_lyase_subunit_beta-like_protein)",0.734
"K11395(2-keto-3-deoxy-gluconate_aldolase)",0.734
"K11428(histone-lysine_N-methyltransferase_SETD8)",0.734
"K11653(AT-rich_interactive_domain-containing_protein_1)",0.734
"K12049(ComB9_competence_protein)",0.734
"K12055(chromosome_partitioning_related_protein_ParA)",0.734
"K12185(ESCRT-I_complex_subunit_VPS37)",0.734
"K12410(NAD-dependent_deacetylase)",0.734
"K12501(homogentisate_solanesyltransferase)",0.734
"K12741(heterogeneous_nuclear_ribonucleoprotein_A1/A3)",0.734
"K12840(splicing_factor_45)",0.734
"K12885(heterogeneous_nuclear_ribonucleoprotein_G)",0.734
"K12891(splicing_factor,_arginine/serine-rich_2)",0.734
"K13050(proprotein_convertase_subtilisin/kexin_type_9)",0.734
"K13082(bifunctional_dihydroflavonol_4-reductase/flavanone_4-reductase)",0.734
"K13486(chemotaxis_protein_methyltransferase_WspC)",0.734
"K13842(merozoite_surface_protein_5)",0.734
"K14337(alpha-1,6-mannosyltransferase)",0.734
"K14380(four_and_a_half_LIM_domains_protein_2)",0.734
"K14384()",0.734
"K14405(pre-mRNA_3'-end-processing_factor_FIP1)",0.734
"K14674()",0.734
"K14718()",0.734
"K14795()",0.734
"K15095()",0.734
"K15278()",0.734
"K00286(pyrroline-5-carboxylate_reductase)",0.732
"K00430(peroxidase)",0.732
"K00504(peptidylglycine_monooxygenase)",0.732
"K00524(ribonucleotide_reductase,_class_II)",0.732
"K00701(cyclomaltodextrin_glucanotransferase)",0.732
"K00910(beta-adrenergic-receptor_kinase)",0.732
"K01117(sphingomyelin_phosphodiesterase)",0.732
"K01292(carboxypeptidase_N_catalytic_subunit)",0.732
"K01762(1-aminocyclopropane-1-carboxylate_synthase)",0.732
"K01855(UDP-galactopyranose_mutase)",0.732
"K01896(medium-chain_acyl-CoA_synthetase)",0.732
"K01973(DNA_ligase_(NAD+))",0.732
"K02088(cyclin-dependent_kinase_3)",0.732
"K03034(26S_proteasome_regulatory_subunit_N4)",0.732
"K03040(DNA-directed_RNA_polymerase_subunit_alpha)",0.732
"K03588(cell_division_protein_FtsW)",0.732
"K03686(molecular_chaperone_DnaJ)",0.732
"K03687(molecular_chaperone_GrpE)",0.732
"K03848(alpha-1,3-glucosyltransferase)",0.732
"K03849(alpha-1,3-glucosyltransferase)",0.732
"K03880(NADH_dehydrogenase_I_subunit_3)",0.732
"K03881(NADH_dehydrogenase_I_subunit_4)",0.732
"K03882(NADH_dehydrogenase_I_subunit_4L)",0.732
"K03936(NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_3)",0.732
"K04354(protein_phosphatase_2_(formerly_2A),_regulatory_subunit_B)",0.732
"K04550(low_density_lipoprotein-related_protein_1_(alpha-2-macroglobulinreceptor))",0.732
"K04678(E3_ubiquitin_ligase_SMURF1/2)",0.732
"K04853(voltage-dependent_calcium_channel_L_type_alpha-1F)",0.732
"K04859(voltage-dependent_calcium_channel_alpha-2/delta-2)",0.732
"K05141(tumor_necrosis_factor_receptor_superfamily_member_1B)",0.732
"K05542(tRNA-dihydrouridine_synthase_1)",0.732
"K05551(3-oxoacyl-ACP_synthase_I)",0.732
"K05618(solute_carrier_family_1_(glutamate_transporter),_member_7)",0.732
"K05855(spleen_tyrosine_kinase)",0.732
"K05954(protein_farnesyltransferase_subunit_beta)",0.732
"K05957(L-glutamine:scyllo-inosose_aminotransferase)",0.732
"K06079(copper_homeostasis_protein_(lipoprotein))",0.732
"K06129(lysophospholipase_III)",0.732
"K06210(nicotinamide_mononucleotide_adenylyltransferase)",0.732
"K06245(laminin,_beta_4)",0.732
"K06761(contactin_3)",0.732
"K06974(ribosomal_RNA_large_subunit_methyltransferase_F)",0.732
"K07100(lipopolysaccharide_export_system_permease_protein)",0.732
"K07209(inhibitor_of_nuclear_factor_kappa-B_kinase_beta_subunit)",0.732
"K07501(hypothetical_protein)",0.732
"K07633(galactoside_alpha-1,3-fucosyltransferase_5)",0.732
"K07819(beta-1,3-galactosyltransferase_1)",0.732
"K07966(beta-1,4-galactosyltransferase_1)",0.732
"K07999(matrix_metalloproteinase-20_(enamelysin))",0.732
"K08211(MFS_transporter,_OCT_family,_solute_carrier_family_22_(organiccation_transporter),_member_15)",0.732
"K08500(syntaxin_of_plants_SYP6)",0.732
"K08635(membrane_metallo-endopeptidase-like_1)",0.732
"K08654(proprotein_convertase_subtilisin/kexin_type_5)",0.732
"K08798(MAP/microtubule_affinity-regulating_kinase)",0.732
"K08841(testis-specific_kinase_1)",0.732
"K08968(methionine_(R)-S-oxide_reductase)",0.732
"K09255(Rel/ankyrin_family,_other)",0.732
"K09520(DnaJ_homolog_subfamily_B_member_14)",0.732
"K09525(DnaJ_homolog_subfamily_C_member_5)",0.732
"K09583(protein_disulfide_isomerase_family_A,_member_5)",0.732
"K09776(hypothetical_protein)",0.732
"K09821(angiotensinogen)",0.732
"K09838(zeaxanthin_epoxidase)",0.732
"K09845(methoxyneurosporene_dehydrogenase)",0.732
"K10275(F-box_and_leucine-rich_repeat_protein_9)",0.732
"K10328(ankyrin_repeat_and_SOCS_box_protein_6)",0.732
"K10348(LRR-repeat_protein_1)",0.732
"K10372(troponin_T,_slow_skeletal_muscle)",0.732
"K10500(zinc_finger_and_BTB_domain-containing_protein_17)",0.732
"K10718(juvenile_hormone_acid_methyltransferase)",0.732
"K10738(minichromosome_maintenance_protein_9)",0.732
"K10775(phenylalanine_ammonia-lyase)",0.732
"K10803(DNA-repair_protein_XRCC1)",0.732
"K11014(cytolethal_distending_toxin_subunit_B)",0.732
"K11149(dehydrogenase/reductase_SDR_family_member_9)",0.732
"K11305(histone_acetyltransferase_MYST3)",0.732
"K11406(histone_deacetylase_4/5)",0.732
"K11409(histone_deacetylase_9)",0.732
"K11491(condensin-2_complex_subunit_D3)",0.732
"K11672(actin-related_protein_5)",0.732
"K11699(RNA-dependent_RNA_polymerase_1)",0.732
"K11783(futalosine_hydrolase)",0.732
"K11785(1,4-dihydroxy-6-naphthoate_synthase)",0.732
"K11807(WD_and_tetratricopeptide_repeats_protein_1)",0.732
"K11833(ubiquitin_carboxyl-terminal_hydrolase_2/21)",0.732
"K11857(ubiquitin_carboxyl-terminal_hydrolase_47)",0.732
"K11913(type_VI_secretion_system_protein)",0.732
"K11957(neutral_amino_acid_transport_system_ATP-binding_protein)",0.732
"K12046(troponin_T,_fast_skeletal_muscle)",0.732
"K12163(AN1-type_zinc_finger_and_ubiquitin_domain-containing_protein_1)",0.732
"K12285(MSHA_biogenesis_protein_MshO)",0.732
"K12301(MFS_transporter,_ACS_family,_solute_carrier_family_17(sodium-dependent_inorganic_phosphate_cotransporter),_member_5)",0.732
"K12329(protein_phosphatase_1_regulatory_subunit_12B)",0.732
"K12392(AP-1_complex_subunit_beta-1)",0.732
"K12602(WD_repeat-containing_protein_61)",0.732
"K12797(caspase_recruitment_domain-containing_protein_6)",0.732
"K12829(splicing_factor_3B_subunit_2)",0.732
"K12857(Prp8_binding_protein)",0.732
"K13008(O-antigen_polymerase)",0.732
"K13487(methyl-accepting_chemotaxis_protein_WspA)",0.732
"K13606(chlorophyll(ide)_b_reductase)",0.732
"K13622(S-adenosylmethionine-diacylglycerol_3-amino-3-carboxypropyltransferase)",0.732
"K13762(cGMP-specific_3',5'-cyclic_phosphodiesterase)",0.732
"K13850(erythrocyte_membrane_protein_1)",0.732
"K13873(L-arabinose_1-_dehydrogenase)",0.732
"K13972(galactose-inhibitable_lectin_intermediate_subunit)",0.732
"K14028(methanol_dehydrogenase_(cytochrome_c)_subunit_1)",0.732
"K14136(phosphoribose_diphosphate:decaprenyl-phosphatephosphoribosyltransferase)",0.732
"K14299(nucleoporin_SEH1)",0.732
"K14358(secernin)",0.732
"K14492()",0.732
"K14537()",0.732
"K14553()",0.732
"K14711()",0.732
"K14816()",0.732
"K14845()",0.732
"K14849()",0.732
"K14949()",0.732
"K15032()",0.732
"K15037()",0.732
"K15163()",0.732
"K15394()",0.732
"K15408()",0.732
"K15433()",0.732
"K15558()",0.732
"K00051(malate_dehydrogenase_(NADP+))",0.73
"K00081(prostaglandin-E2_9-reductase)",0.73
"K00376(nitrous-oxide_reductase)",0.73
"K00453(tryptophan_2,3-dioxygenase)",0.73
"K00625(phosphate_acetyltransferase)",0.73
"K00746(N-acetylgalactosaminyltransferase_I)",0.73
"K00778(beta-galactoside_alpha-2,6-sialyltransferase_(sialyltransferase_1))",0.73
"K00916([RNA-polymerase]-subunit_kinase)",0.73
"K00940(nucleoside-diphosphate_kinase)",0.73
"K01161(deoxyribonuclease_(pyrimidine_dimer))",0.73
"K01290(carboxypeptidase_A,_invertebrate)",0.73
"K01313(coagulation_factor_II_(thrombin))",0.73
"K01359(proprotein_convertase_subtilisin/kexin_type_1)",0.73
"K01510(apyrase)",0.73
"K01544(non-gastric_H+/K+-exchanging_ATPase)",0.73
"K01852(lanosterol_synthase)",0.73
"K02184(formin_2)",0.73
"K02375(frizzled_5/8)",0.73
"K02515(serine/threonine-protein_kinase_HSL1,negative_regulator_of_Swe1kinase)",0.73
"K02516(protein_arginine_N-methyltransferase_5)",0.73
"K02641(ferredoxin--NADP+_reductase)",0.73
"K02732(20S_proteasome_subunit_beta_6)",0.73
"K02738(20S_proteasome_subunit_beta_1)",0.73
"K02865(large_subunit_ribosomal_protein_L10Ae)",0.73
"K02868(large_subunit_ribosomal_protein_L11e)",0.73
"K02880(large_subunit_ribosomal_protein_L17e)",0.73
"K02882(large_subunit_ribosomal_protein_L18Ae)",0.73
"K02891(large_subunit_ribosomal_protein_L22e)",0.73
"K02900(large_subunit_ribosomal_protein_L27Ae)",0.73
"K02901(large_subunit_ribosomal_protein_L27e)",0.73
"K02925(large_subunit_ribosomal_protein_L3e)",0.73
"K02940(large_subunit_ribosomal_protein_L9e)",0.73
"K02949(small_subunit_ribosomal_protein_S11e)",0.73
"K02953(small_subunit_ribosomal_protein_S13e)",0.73
"K02957(small_subunit_ribosomal_protein_S15Ae)",0.73
"K02958(small_subunit_ribosomal_protein_S15e)",0.73
"K02981(small_subunit_ribosomal_protein_S2e)",0.73
"K02997(small_subunit_ribosomal_protein_S9e)",0.73
"K03027(DNA-directed_RNA_Polymerase_III_subunit_C5)",0.73
"K03068(low_density_lipoprotein_receptor-related_protein_5/6)",0.73
"K03094(S-phase_kinase-associated_protein_1)",0.73
"K03155(timeless)",0.73
"K03174(TNF_receptor-associated_factor_3)",0.73
"K03258(translation_initiation_factor_eIF-4B)",0.73
"K03334(L-amino-acid_oxidase)",0.73
"K03418(N,N-dimethylformamidase)",0.73
"K03524(BirA_family_transcriptional_regulator,_biotin_operon_repressor_/biotin-[acetyl-CoA-carboxylase]_ligase)",0.73
"K03589(cell_division_protein_FtsQ)",0.73
"K03850(alpha-1,2-glucosyltransferase)",0.73
"K03877(beta-1,3-galactosyltransferase_5)",0.73
"K03899(coagulation_factor_VIII)",0.73
"K03942(NADH_dehydrogenase_(ubiquinone)_flavoprotein_1)",0.73
"K03952(NADH_dehydrogenase_(ubiquinone)_1_alpha_subcomplex_8)",0.73
"K04255(r-opsin)",0.73
"K04257(olfactory_receptor)",0.73
"K04325(free_fatty_acid_receptor_1)",0.73
"K04360(neurotrophic_tyrosine_kinase_receptor_type_2)",0.73
"K04365(B-Raf_proto-oncogene_serine/threonine-protein_kinase)",0.73
"K04411(serine/threonine_kinase_4)",0.73
"K04421(mitogen-activated_protein_kinase_kinase_kinase_3)",0.73
"K04427(mitogen-activated_protein_kinase_kinase_kinase_7)",0.73
"K04447(Janus_kinase_2)",0.73
"K04482(DNA_repair_protein_RAD51)",0.73
"K04560(syntaxin_1A)",0.73
"K04679(MAD,_mothers_against_decapentaplegic_interacting_protein)",0.73
"K04773(protease_IV)",0.73
"K04778(vibriobactin_synthetase)",0.73
"K04858(voltage-dependent_calcium_channel_alpha-2/delta-1)",0.73
"K04916(potassium_channel_subfamily_K_member_5)",0.73
"K04945(potassium_intermediate/small_conductance_calcium-activated_channelsubfamily_N_member_4)",0.73
"K05027(calcium-activated_chloride_channel_family_member_1)",0.73
"K05060(interleukin_6_signal_transducer)",0.73
"K05147(tumor_necrosis_factor_receptor_superfamily_member_11A)",0.73
"K05386(bilin_biosynthesis_protein)",0.73
"K05391(cyclic_nucleotide_gated_channel,_other_eukaryote)",0.73
"K05410(TANK-binding_kinase_1)",0.73
"K05532(mannan_polymerase_II_complex_MNN11_subunit)",0.73
"K05641(ATP-binding_cassette,_subfamily_A_(ABC1),_member_1)",0.73
"K05668(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_5)",0.73
"K05670(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_13)",0.73
"K05672(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_12)",0.73
"K05689(cadherin_1,_type_1,_E-cadherin)",0.73
"K05701(tight_junction_protein_1)",0.73
"K05728(c-src_tyrosine_kinase)",0.73
"K05744(LIM_domain_kinase_2)",0.73
"K05868(cyclin_B)",0.73
"K06085(synovial_sarcoma,_X_breakpoint_2_interacting_protein)",0.73
"K06224(hedgehog)",0.73
"K06250(secreted_phosphoprotein_1)",0.73
"K06253(integrin_binding_sialoprotein)",0.73
"K06277(Rap_guanine_nucleotide_exchange_factor_(GEF)_1)",0.73
"K06314(prespore-specific_regulator)",0.73
"K06437(sigma-E_controlled_sporulation_protein)",0.73
"K06491(neural_cell_adhesion_molecule)",0.73
"K06566(interferon_induced_transmembrane_protein)",0.73
"K06616(alpha-N-acetylgalactosaminide_alpha-2,6-sialyltransferase(sialyltransferase_7B))",0.73
"K06662(cell_cycle_checkpoint_protein)",0.73
"K06704(disintegrin_and_metalloproteinase_domain-containing_protein_10)",0.73
"K06723(C-type_lectin_domain_family_4,_member_C)",0.73
"K06793(chondroitin_sulfate_proteoglycan_2_(versican))",0.73
"K06798(cadherin_6,_type_2,_K-cadherin)",0.73
"K06812(cadherin_22)",0.73
"K06813(cadherin_23)",0.73
"K06819(neuropilin_2)",0.73
"K06822(plexin_D)",0.73
"K06826(nidogen_(entactin))",0.73
"K06856(immunoglobulin_heavy_chain)",0.73
"K06900(ATP-dependent_Clp_protease_adaptor_protein_ClpS)",0.73
"K06955(ribosome_biogenesis_GTPase)",0.73
"K07087(mannosyl-3-phosphoglycerate_phosphatase)",0.73
"K07163(quercetin_2,3-dioxygenase)",0.73
"K07167(putative_transcriptional_regulator)",0.73
"K07325(archaeal_flagellin_FlaB)",0.73
"K07377(neurexin)",0.73
"K07460(putative_endonuclease)",0.73
"K07476(toprim_domain_protein)",0.73
"K07500(hypothetical_protein)",0.73
"K07544(benzylsuccinate_CoA-transferase_BbsF_subunit)",0.73
"K07587(O-phosphoseryl-tRNA_synthetase)",0.73
"K07591(threonine_dehydratase_operon_activator_protein)",0.73
"K07597(desmoglein_2)",0.73
"K07634(galactoside_alpha-1,3-fucosyltransferase_6)",0.73
"K07820(beta-1,3-galactosyltransferase_2)",0.73
"K07874(Ras-related_protein_Rab-1A)",0.73
"K07939(ADP-ribosylation_factor_4)",0.73
"K07968(beta-1,4-galactosyltransferase_3)",0.73
