"kegg","level_1","level_2","BRITE_id","X","LS001","LS002","LS003","LS004","LS005","LS006","LS007","CD.SRS301865","CD.SRS301866","CD.SRS301867","CD.SRS301868","CD.SRS301869","CD.SRS301870","CD.SRS301871","CD.SRS301872","CD.SRS301873","CD.SRS301874","CD.SRS301875","CD.SRS301876","CD.SRS301877","CD.SRS301878","CD.SRS301879","UC.SRS071964","UC.SRS071970","UC.SRS071978","UC.SRS071981","UC.SRS071982","UC.SRS071988","HE.SRS011061","HE.SRS011084","HE.SRS011134","HE.SRS011239","HE.SRS011271","HE.SRS011302","HE.SRS011405","HE.SRS011452","HE.SRS011529","HE.SRS011586","HE.SRS012273","HE.SRS012902","HE.SRS013158","HE.SRS013215","HE.SRS013687","HE.SRS013951","HE.SRS014235","HE.SRS014923","HE.SRS014979","HE.SRS015065","HE.SRS015217","HE.SRS015578","HE.SRS015663","HE.SRS016018","HE.SRS016095","HE.SRS016335","HE.SRS016495","HE.SRS017103","HE.SRS017433","HE.SRS018427","HE.SRS018656","HE.SRS020328","HE.SRS020869","HE.SRS022713","HE.SRS016585.suspect","over","kegg.selected","group"
"K07165","","","unknown","K07165(transmembrane_sensor)",0.000122944252196614,3.89877794014675e-05,8.55517275190134e-05,7.36747701529376e-05,8.05123621652378e-05,0.00091356445705434,8.67401789625491e-05,4.84676451255097e-05,0.000136219893917576,0,0,0,0,0,1.47351689156585e-06,0,0.000715604727925385,4.41304932874642e-06,3.57225572222518e-05,0,0,7.19653850994823e-05,0.00010142319745209,0.00305495145845429,0.00149391325529196,0.0015014010027058,0.00147342635571678,0.0032896570162451,0.00268796106213613,0.00179561802022455,0.00110246399970724,0.00210564385506051,0.00151465914394528,0.000509289480058223,0.00280746033863546,0.00400775550909275,0.00143032134858198,0.00214136436564068,0.00142633356537176,0.00422260663957836,0.00403759371409562,0.00465278368564852,0.00153859867662358,0.000304102857697875,0.00146897025269263,0.00058232245769756,0.000377524004676053,0.00141133651934305,0.000376423099886567,0.00288734839571249,0.00136983843303525,0.00230136761694521,0.00180899209643021,0.00145719343007648,0.000381964769614686,0.00202392440280967,0.00238639384528198,0.00193126740297877,0.00138191968459545,0.00182056770104683,0.00207872161682333,0.00278578678244937,0.000230066536696428,0.94,"1 Used for KS selection","TS over"
"K13000","Metabolism","Enzyme families","ko01000","K13000(mannosyltransferase)",6.2047441385081e-06,3.05454742587388e-06,5.78428537707601e-06,8.34484853428634e-06,1.2478502927573e-06,1.14856527404307e-05,7.70656958020523e-06,0,0,0,0,0,0,0,0,5.45704815345938e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.84645556631972e-05,4.196019139325e-05,4.79233070195126e-05,0.00013040079540451,2.53971726396997e-05,1.73416014571854e-05,7.89392235976005e-05,8.61982787108604e-05,5.89524730794857e-05,3.02756329765217e-05,4.4687368621142e-05,0.00018704961287615,0.000123037226481842,4.34172786512011e-05,7.93011680770597e-06,9.98497404380783e-06,4.00434598419637e-05,1.52585874848319e-05,3.03360262458985e-05,4.83596821980762e-05,6.89723687885039e-06,8.49312187049945e-05,1.57281889549112e-05,1.65757159461835e-05,5.75923353405441e-05,1.7250647308479e-05,1.54796969567737e-05,9.48540105332663e-05,4.12407956066348e-05,3.80082288967296e-05,8.63808939100477e-05,3.92591799812454e-05,6.20067124594761e-05,0.000158078205844939,3.87653731094642e-07,0.94,"2 over.abundant","TS over"
"K01206","Metabolism","Glycan biosynthesis and metabolism","","K01206(alpha-L-fucosidase)",0.000115965158010586,0.000272079430782212,0.000278337596475199,0.000240973344050823,0.000351576018152986,0.000395648663898379,0.000219188419246438,0.00011429731888877,9.51525832177326e-05,0.000218549662803336,0.000418755039052558,0.0004481921336013,0.000356248226118947,0.00074272895562413,0.000169058377108169,0.000398095035619676,0.000223622625444896,0.000295814067222792,0.000220637739338847,0.00025667321856191,0.000237758480201641,0.000468032981438994,0.000167253149137852,0.000695731288093756,0.000263213615165374,0.00018122222028045,0.000470861347296114,0.000649749777059138,0.00129196555958077,0.000898701589018444,0.000589292013961681,0.00100287617165377,0.000626649307432118,0.000337652865836302,0.00105831193745879,0.00138423263013909,0.000822708276229679,0.000772885953156512,0.000943606670118823,0.00168910820492266,0.00105706641923737,0.00127879311322454,0.000748644157140035,0.000308175618408805,0.000881591861866419,0.000350341744790223,0.000228471200442333,0.000793195411468708,0.000779515726843,0.00131636540417285,0.000889164897109834,0.000869209962563526,0.000744643685018119,0.000639269146013679,0.000309618609982154,0.0012100228673883,0.00150118510336615,0.00124254730780253,0.000390336334404922,0.000856669197962399,0.000941417396278221,0.00117709751499495,1.55000402076181e-05,0.938,"1 Used for KS selection","TS over"
"K03248","Genetic Information Processing","Translation","","K03248(translation_initiation_factor_eIF-3_subunit_4)",8.24166531392554e-07,0,0,0,3.15727507877008e-07,1.79132910952646e-06,2.27514865152978e-07,4.03502606357037e-07,1.13965446436174e-06,0,0,0,0,0,0,0,4.05862026192143e-06,0,0,0,0,2.43177296209126e-06,0,5.19328914579592e-05,0,0.000175987381065563,2.63353014478223e-05,4.81560726499549e-05,4.91912909995379e-06,2.23264175455386e-05,6.77415565956815e-06,1.65785763776228e-06,6.66278066616596e-06,3.01728412726962e-06,1.56352955532457e-05,3.09565144158876e-05,9.37876321636877e-06,1.15338554222379e-05,1.77736309640583e-05,2.20966239344714e-05,3.01911313859165e-05,4.48149799912079e-05,6.89462505595432e-06,1.43924300935344e-06,7.59483131726078e-06,6.30452391704132e-06,2.39846405325886e-06,7.77364835614406e-06,1.27880093824759e-06,1.18373220924468e-05,5.60674921805924e-06,1.7342569896647e-05,8.41483347570857e-06,1.52256672979741e-05,7.98555814913151e-07,2.27886532384895e-05,1.51539890860108e-05,7.21438576083581e-06,4.83096379462201e-06,1.46309458440376e-05,1.8620918009153e-05,3.21687976548025e-05,0,0.938,"1 Used for KS selection","TS over"
"K03530","Genetic Information Processing","Replication and repair","ko03032","K03530(DNA-binding_protein_HU-beta)",0.00121444222117502,0.000431452144580687,0.00042813794773006,0.000433787626397318,0.000443639272729898,0.00106537043777568,0.000538281980901448,0.00032646579935388,0.000380261349204592,0.000252239598725567,0.000396819904739602,0.000416235023330227,0.000414694787313887,0.000343043146745026,0.00027030674762178,0.000378794839034633,0.000544796162793767,0.00034793680787441,0.000315981515025791,0.000342071270903173,0.000344243568022636,0.000479996013616174,5.7520450252139e-05,0.0010545668051591,0.000795740568373478,0.00102142390227605,0.000558997954968021,0.0010076129271812,0.00158068231172225,0.00135250047337419,0.00121602748968349,0.00138052284415547,0.00128623619746545,0.00125323490720641,0.00191393260167225,0.00125018089474337,0.00153307025325971,0.00120613363484159,0.00144699912868413,0.00160985320050852,0.00116596848212167,0.00112925439692871,0.0014219205620486,0.000715841915064514,0.00144034251919403,0.000791034137663016,0.000804511525281637,0.00120835223662304,0.00064742738410384,0.00125875045472623,0.00146789594504646,0.00146949390674401,0.00118219232762769,0.00132961530563639,0.000871310744089991,0.00141475438405874,0.00102848225221689,0.00234449514078381,0.00140261886177308,0.00145369321893363,0.0012329658427538,0.00155126198691333,0.000227604334725986,0.938,"1 Used for KS selection","TS over"
"K01276","Metabolism","Enzyme families","ko01000","K01276(dipeptidyl-peptidase_II)",6.7113611479892e-07,1.24138821550894e-06,2.90004364301702e-06,1.60024935965428e-06,1.00879419100441e-06,8.80532350603356e-06,5.5713205245136e-06,5.19714792938645e-07,2.34672719231607e-06,0,0,0,0,0,0,0,1.2919051799956e-05,0,5.63058917862759e-07,0,0,0,0,0,0,0,0,0,2.9252904042066e-05,2.42240949124524e-05,1.50715464826977e-05,2.33671047355483e-05,1.07499150686236e-05,4.28674501753616e-06,2.75134390046546e-05,2.97552182893935e-05,0,1.25097300982224e-05,1.1150374294294e-05,6.1939040155509e-05,3.7261194729206e-05,1.44140432672306e-05,4.95740764830957e-06,1.04545048318996e-05,1.06401565796859e-05,3.06374455713208e-06,5.74588582297622e-06,1.59123263691527e-05,1.52992986355475e-06,4.16339882099359e-05,5.02512638416586e-06,2.33191215872674e-05,1.78235731889745e-05,5.63098176649314e-06,1.99520536576448e-06,7.02748080583288e-06,2.0847496838585e-05,3.00319997922689e-05,5.07036969920595e-06,6.07453761962735e-06,6.26052580288877e-06,3.36803892980118e-05,0,0.934,"1 Used for KS selection","TS over"
"K06113","Metabolism","Enzyme families","ko01000","K06113(arabinan_endo-1,5-alpha-L-arabinosidase)",6.91570787734868e-05,0.000152187641047221,0.000161706156469369,0.000173092055866381,0.00015049401370425,0.000577943512437855,0.000170128949582925,0.000219179657310597,0.000198443334428602,4.22824503328897e-05,0.000425596817872711,0.000491810722904997,0.000269383324068685,5.53626280430298e-05,0.00027512321962422,6.15711888077677e-06,0.000410463833987943,6.44231743446659e-05,0.000131776040321118,6.93749620655722e-05,0.000228156088131965,0.000119030524776407,9.73898229814692e-06,0.00104429487715944,0.00056558676922644,0.000271588726286187,0.000573753349500082,0.00105594053948814,0.00170430724264063,0.000941563990210286,0.000361398135885195,0.000818511675543997,0.0011050901982279,0.000284415699647591,0.00171298711216362,0.00194667865911531,0.000975457279658306,0.000605692003781928,0.000514538863151351,0.00195289719243663,0.00195863477792753,0.00197264543052271,0.000944143155784009,0.000204441407910332,0.000469043931591879,0.000268480940722424,0.000242876544545338,0.000646696725659108,0.000394399058621457,0.00105168309776641,0.000868475339403202,0.00130340830715407,0.00100333359633067,0.000579951347036607,0.000200886476619506,0.00120366389911761,0.0019404130293046,0.000941107601315079,0.000400655466364277,0.000327486967521391,0.00112720657240827,0.00186958034820712,1.05969506412907e-05,0.934,"1 Used for KS selection","TS over"
"K08252","Metabolism","Enzyme families","ko01000","K08252(receptor_protein-tyrosine_kinase)",0.000162127935796748,0.000316828161026869,0.000369258664306263,0.000424635673244109,0.000422087461762678,0.000526840823791117,0.000241701629066293,0.00040166033911557,0.000433109123282328,0.000289313848373371,0.000288869087260383,0.000251939036610938,0.000406731194898594,0.000256425892180487,0.000316852541288087,0.000327986026120692,0.000522088314855489,0.000295446311734321,0.000270226452825645,0.000274695330858918,0.000284254182398574,0.000211479141498936,0.000309213043920143,0.000739444597738642,0.000617640020846785,0.000276398409425622,0.000384356375386853,0.000694152846389023,0.000750175260060188,0.000671664334720509,0.000437410063998537,0.000470608637301637,0.000573143424013939,0.000427857572031744,0.000681996879224464,0.000726296850620738,0.000469945195808774,0.00061086151832677,0.000464490051602072,0.000587028366601323,0.000794979551619893,0.000722743314367792,0.000551366658518444,0.000347240291133128,0.000545980137759432,0.000409080068404142,0.000455308985883565,0.000536125706378387,0.00065437113213831,0.000452226243757855,0.000478029731804103,0.00070412054676463,0.000658946341748903,0.000403001319414732,0.000503554556681191,0.000695889618103557,0.000505958843450278,0.000705919090456833,0.000429624321735862,0.000765844959693054,0.000540990047386258,0.00101545224463416,3.01879097437904e-06,0.934,"1 Used for KS selection","TS over"
"K14391","Environmental Information Processing","Membrane transport","ko02000","K14391()",2.78007875112413e-06,3.29385716876827e-07,1.0802433444141e-06,3.63062616007469e-06,3.26294578803864e-06,2.865001230513e-05,2.23435014305104e-06,1.12563810412423e-06,8.37353083881836e-06,0,0,0,0,0,0,0,2.6817722950217e-05,0,2.11393204891913e-06,0,0,0,0,8.87228213361912e-05,1.05036254906135e-05,3.2535096148782e-05,4.16361213554993e-05,7.91753666642961e-05,0.000108474453596385,7.07339381067278e-05,2.38198547105307e-05,3.73603884310845e-05,1.26523785160541e-05,1.11776047474511e-05,0.00013393766705074,0.000116198228456304,2.75610704946726e-05,4.05711956354436e-05,4.64745362944459e-05,8.62800078408507e-05,6.9640369346491e-05,6.49163082942395e-05,4.10368462202376e-05,1.61517180481328e-05,3.78317558223726e-05,1.11055099598079e-05,1.5727458475945e-05,3.38463592250048e-05,1.65372637753027e-05,2.91606265810119e-05,3.13606403087558e-05,8.28752918544588e-05,5.57970559958517e-05,4.74301400350456e-05,2.34286461959344e-05,9.61279264787839e-05,4.93587720759087e-05,9.72250291264627e-05,1.04162578668273e-05,2.34376843695757e-05,6.89867519238078e-05,0.000129387013306608,4.32127201746767e-07,0.934,"1 Used for KS selection","TS over"
"K03286","Environmental Information Processing","Membrane transport","ko02000","K03286(OmpA-OmpF_porin,_OOP_family)",0.000229535269406223,8.8979662819588e-05,0.000127265422569398,9.8831970266732e-05,9.1582681463903e-05,0.000426501835067416,0.000179420128918106,0.000152716859380112,0.000140020499606591,3.28753677992392e-05,1.27748637428695e-06,0,4.86674219553437e-06,3.95308889236177e-05,4.01683472297891e-05,5.57929987528954e-06,0.000325884178015389,1.60712367877711e-05,2.9636041223362e-05,4.35456468908504e-05,3.41302101307394e-06,8.2716349856197e-05,5.94950131381119e-05,0.000998885573634963,7.26457699439072e-05,2.4652052238054e-05,0.00072690462385982,0.00101472585655313,0.000866671818199065,0.000731798739955326,0.00056103199134847,0.00068833484390881,0.000918934323620436,0.0002823226108714,0.000857843710634926,0.000730078738649838,0.00119699420576257,0.000743775643108646,0.000627910618406614,0.00131035091749647,0.000843831596845081,0.000955304309210397,0.00102460425896961,0.000143786095848137,0.000536536063301513,0.000283496037755309,0.000140165369035627,0.000623278920468847,0.000146905395824403,0.000891387661454691,0.000632784093918589,0.000809467108302794,0.000844721698284077,0.00104809710568949,0.000138222973743784,0.000895500744708015,0.000914347348020826,0.000731159982070503,0.000501344125879547,0.000599680488291882,0.00066663073071109,0.00145489742553461,0.000452023854575786,0.932,"1 Used for KS selection","TS over"
"K07263","Metabolism","Enzyme families","ko01000","K07263(zinc_protease)",0.000156394996819327,0.000126943479370232,0.00013065570630444,0.00010521195803184,0.000142977034453392,0.00037389006748393,0.000179655962992613,0.000110417672687635,0.000168151481628892,2.19226219723009e-06,5.29454786807968e-05,4.70656953863061e-05,9.24546056714538e-05,0.000118745885346677,8.35742617721226e-05,0.000123429507560122,0.00024580276663932,3.20242388480864e-05,1.02274256607541e-05,1.75546847766709e-05,1.0825388912868e-06,1.07782556407248e-05,3.56026973070685e-05,0.000470425032592707,0.000161298452261711,0.000230764319728339,0.000345799968449277,0.000479085764557019,0.000635082128245827,0.000583187824433435,0.000498660991908062,0.000579914587425463,0.000515173646639757,0.000268178470821718,0.000624174265570955,0.000602165406343163,0.0006246449347011,0.000453550805056615,0.000380375648551855,0.000546942563290964,0.000467331764952443,0.000650198485528154,0.000549106708469863,0.000140474667197442,0.000462900680393136,0.000149814711463173,0.000219950262281967,0.000357785391574358,0.000236471106014169,0.000412102678405688,0.000503341323737947,0.000765713487957248,0.000550735429402546,0.000351160491951406,0.000187221942078259,0.00063636384892579,0.000704040447132318,0.000580969519124718,0.000688506703016547,0.000593174135213295,0.000518395245794998,0.000607786453512626,0.000410824915388665,0.932,"1 Used for KS selection","TS over"
"K00791","Metabolism","Metabolism of terpenoids and polyketides","","K00791(tRNA_dimethylallyltransferase)",0.000291162206373672,0.000287153282258453,0.000294874041276213,0.000305852014717218,0.000390587528216433,0.000337402764546007,0.000340361714739579,0.000325346925732904,0.000325901093966262,0.000244999205449998,0.000330880297179207,0.000321975545763267,0.000280545726763749,0.000226630379845098,0.000333395342802006,0.000249339457132643,0.000364279080126455,0.000232973471280672,0.000251613063278434,0.000253172278937824,0.000281127767024437,0.000179154594632628,0,0.000387761082822406,0.000257844981116693,0.000201304722519851,0.000266749450758382,0.000372461359579178,0.000414084586099972,0.000422293574496203,0.000496088872948624,0.000473450209009546,0.000520292393158219,0.00039873651336202,0.000410308254549654,0.000416417755035413,0.000535332144691359,0.000442647434013307,0.000429221364071432,0.00042161295382498,0.000406404753687152,0.000414855637828351,0.000561622896576404,0.000422264541903276,0.000414731697227373,0.000314654787919527,0.000399918924995399,0.000357027054888448,0.000373481821002893,0.000388438914870928,0.000496325746525503,0.00042520616750165,0.00040951140411593,0.000434854781393301,0.000308567663371065,0.000460887162458726,0.00048000782578611,0.000391485046590932,0.00049243591394432,0.000473016899528295,0.000450947752686116,0.000470128664772921,0.000217553064531303,0.93,"2 over.abundant","TS over"
"K01186","Metabolism","Lipid metabolism","","K01186(sialidase-1)",0.000482596979508366,0.000160332716988369,0.000214059620853227,0.0003119056002913,0.000664029762165907,0.000488108838254491,0.000238700570922191,0.000212859765259957,0.000158869415073966,0.000104775284978669,0.000440521087226428,0.000370163006952058,0.000553887133066057,0.000115822721861136,0.00021258975033125,0.000147128154323126,0.000435230586940832,0.000388607086991041,0.000204498169890259,0.000237883502183804,0.000194482711997847,0.000612283895404743,0.000487148333812189,0.000665484380627901,0.000330105159884519,0.000190697342609674,0.000614516893455936,0.000643786694174856,0.00117659548287759,0.000714749149654267,0.000459897186971802,0.000740674517487834,0.000836423121939382,0.000291955200809926,0.00126068398884701,0.00135758622086377,0.000846969424373683,0.00111445119592904,0.00125931595298403,0.000894086938545407,0.00119706347876397,0.00194952922758392,0.00103398366625025,0.000190732181200079,0.000609942452130622,0.00044402150106866,0.000432837955192555,0.00055094190052058,0.000868328285592652,0.000782249266955196,0.000776508768455193,0.000823079406117404,0.000726263541997177,0.000747475133931258,0.000462489625670542,0.000823115061523657,0.00108535704871468,0.000908136763688254,0.000341285924745331,0.000807152659448936,0.000766528895175786,0.00135623860452617,7.11715355283626e-06,0.928,"1 Used for KS selection","TS over"
"K03287","","","unknown","K03287(outer_membrane_factor,_OMF_family)",0.000291424832225092,0.000126815381700572,0.000187218182579921,0.000143557885826949,0.00021263360263723,0.00103431156704983,0.000257446053874641,0.000147169001953364,0.000219596532501149,8.79335047818198e-07,5.33106362739558e-07,0,3.57060111227354e-06,2.35572615216287e-05,8.73725064101166e-06,2.40674575981523e-06,0.000751872637942932,3.21875220629524e-06,4.2769575627285e-05,2.40257465037953e-05,0,9.62457971979191e-05,0.000954106270461566,0.00217351980882439,0.0011663254888458,0.00145683874614256,0.0010454547836491,0.00228706502706339,0.00253718088870785,0.00219697435812476,0.00105202303765865,0.00214849357124831,0.00120293972919451,0.000630736845005617,0.00241187747469427,0.00280644834037384,0.00137153160322368,0.00151077133608057,0.00131404795549037,0.00312471885948895,0.00262014381811696,0.00246989296223317,0.00152485282043217,0.000316638175709152,0.0015173672729896,0.000507104089194013,0.000389286196143333,0.00137627581793946,0.000446094043926752,0.00226856524656571,0.00173372603221542,0.00244702804957569,0.0019812226220205,0.00160401107502642,0.00023306584826309,0.0023493915572061,0.00280598094191709,0.00239238404712431,0.00169174711467256,0.00136810892854202,0.00176121516121769,0.00256297617033629,1.91313259742832e-05,0.928,"1 Used for KS selection","TS over"
"K03647","","","unknown","K03647(protein_involved_in_ribonucleotide_reduction)",7.45596394083385e-05,4.07646433290146e-05,3.60339208706436e-05,3.04832638772376e-05,5.66988042193031e-05,9.90626083356727e-06,3.59337303536748e-06,0.000173029459075437,0.00015880810718634,2.97278430840593e-05,0.000131617091391094,0.000106317878299056,0.000109566049604018,5.69775078049145e-05,0.000217121264915465,8.71479282469301e-05,0.000101894960750876,8.50894156143252e-05,5.99179768838704e-05,3.66818648251446e-05,0.000122313226138561,0.000100935935273769,0,3.76598284018716e-06,0,0,8.68363654957945e-05,1.81831122863834e-05,0,0,1.52185133161946e-05,0,0,0,0,0,8.58804860029407e-07,0,2.00931135252871e-06,0,0,0,0,0,0,0,0,0,2.0799504877406e-06,0,6.91515949627637e-06,0,4.03592027236265e-06,0,0,0,0,0,1.83519723734076e-06,0,0,0,0.000197074189059578,0,"1 Used for KS selection","TS under"
"K03676","Genetic Information Processing","Folding, sorting and degradation","ko03110","K03676(glutaredoxin_3)",0.000110719050359761,4.37812188529803e-05,3.20276545902568e-05,4.86879394352859e-05,1.87618333235561e-05,1.40094932923294e-05,6.27639584075858e-05,5.82389335882872e-05,4.04555582190349e-05,0.000105152971007925,5.2413223309861e-05,4.29343160591408e-05,2.62696401213961e-05,8.59880866342277e-05,2.72556261865868e-05,8.31972427588001e-07,3.02724227024506e-05,7.0875148468453e-05,0.000116109576431077,3.21242835514557e-05,0.000213499414862098,9.65453936916244e-06,0.0001146908308896,2.76687812183785e-05,0.000138331601714638,0,0.000171384124515892,5.704533441054e-05,0,1.28845403849499e-05,0,0,0,0,0,0,6.86318462996047e-07,0,1.66216320946065e-05,0,0,0,0,0,1.1316026592575e-06,0,0,0,0,5.70297401168134e-06,0,0,0,0,0,1.51723239160764e-06,0,0,1.45804980363403e-06,0,1.26744434640996e-06,0,0.000247730525162924,0,"3 under.abundant","TS under"
"K03688","","","unknown","K03688(ubiquinone_biosynthesis_protein)",0.000172752920904285,0.00012414988867068,0.000142020413539029,0.00011892785380014,9.34153350858903e-05,7.07144574461852e-05,0.000110526565511633,0.000128006913970642,8.66158652937226e-05,0.000172843581577014,0.000375757885813056,0.000403266174669017,0.000233928881347569,0.000254718692368946,0.000156883602757272,0.000282438397623387,5.54113247395379e-05,0.000178605034511901,0.000174957048875284,0.000202488645108517,0.000276259056836696,0.000182174322712469,2.69831819059941e-05,5.89741197923273e-05,1.35614237307726e-05,7.53511179287768e-06,0.000137316645177416,4.13241003746506e-05,0,9.1417475530769e-06,2.23053665623922e-05,1.54424826455405e-05,2.82346480862861e-05,3.60120468967144e-06,0,0,1.38493246089613e-06,9.44686827703922e-06,2.66070785505993e-05,0,4.44847165307576e-07,0,3.28181722544863e-07,2.63080907792698e-05,2.64473840864739e-05,2.74194255804063e-05,6.98272757475364e-05,3.59358741385617e-05,8.37672562371412e-05,1.82879338655598e-05,2.1032867912919e-05,4.12628370196386e-06,6.36057919853378e-06,1.88449174200784e-05,2.21680141958376e-05,2.08806877616712e-05,6.66710663974242e-06,2.05588559231024e-05,1.25067587567139e-05,6.36126384222774e-05,1.59185175340133e-05,0,0.000234456889043381,0,"1 Used for KS selection","TS under"
"K03706","Genetic Information Processing","Transcription","ko03000","K03706(transcriptional_pleiotropic_repressor)",5.10343729101938e-05,7.46789770118937e-05,0.000109457560369563,0.000157717694862236,2.62254980168286e-05,4.92259980105143e-05,2.86765060735343e-05,4.18879752501367e-05,2.10900666413273e-05,0.000181263064462333,0.000138784302106815,0.000158669971842117,0.000211700423089974,0.000282681146385163,6.70711491216686e-05,0.000287496886477376,1.95222641689007e-05,0.000240914059190429,0.0001555381594616,0.000244488354060008,9.18260033459907e-05,0.000205308913560744,2.60910852525406e-05,2.92103804790617e-05,4.62825743597441e-05,0,6.26483270304708e-05,2.50149591887185e-05,0,1.54910974770424e-05,4.56175135509237e-05,1.02570993336584e-05,3.40825166843411e-05,8.05487064188375e-06,1.37939793354548e-05,0,1.63919449581676e-05,1.60658715943227e-05,4.84558705765355e-05,0,5.17303806203029e-06,0,2.87136521964935e-05,8.57262548135237e-05,4.16582356591537e-05,0.000105696826591441,7.73069396662017e-05,8.96204866679566e-05,0.000113165321943127,5.66772660364641e-05,4.49106508502092e-05,8.45628240422999e-06,3.14663405473114e-05,2.57243825826675e-05,3.67001711491377e-05,2.24165306944428e-05,1.43135660020237e-05,3.9058025805488e-05,1.4273011798803e-05,2.41000151224481e-05,2.94442928287299e-05,0,0,0,"1 Used for KS selection","TS under"
"K03750","Metabolism","Enzyme families","ko01000","K03750(molybdopterin_biosynthesis_protein_MoeA)",0.000257290480811021,0.000166015923228289,0.000128142461120088,0.000125204053834771,0.000165123958044828,7.91584665544514e-05,0.000161231256544553,9.54081834426493e-05,6.52985879096386e-05,0.000292581904232565,7.7610376213007e-05,9.11821449714127e-05,0.000105781403646793,0.000182160294470671,8.29939324633204e-05,0.000217339509357991,8.14630727823353e-05,0.000187483095109966,0.000304207607274575,0.000193618677153424,0.000293843616716637,0.000364532285061253,1.0356377351532e-05,4.0838938821597e-05,8.85726440574557e-06,3.15010592123958e-05,9.08641339592049e-05,6.4424931480919e-05,0,6.03100343462717e-05,2.75454557215494e-05,2.9408064712444e-06,6.75458819545743e-06,8.85463332724075e-06,2.45396103374922e-07,0,5.88335583499848e-07,7.93492758533166e-07,1.08212311650364e-05,0,9.03995898040633e-07,0,4.04624597707455e-07,2.29101272971537e-05,3.61348853464657e-06,1.7309654775709e-05,3.62238265587464e-05,4.53360419571423e-05,1.09203902618482e-05,2.16381017564932e-05,3.69971354009844e-06,4.32073971058012e-05,1.12423057587263e-05,1.60381341000011e-06,4.81919803316282e-07,2.64250335486864e-05,2.09967016195301e-06,8.71080769476515e-06,9.70172324751214e-06,2.41225491770511e-05,1.22078312942019e-05,0,0.000141616050050018,0,"3 under.abundant","TS under"
"K03752","Metabolism","Enzyme families","ko01000","K03752(molybdopterin-guanine_dinucleotide_biosynthesis_protein_A)",0.000233691996976158,8.90638014527044e-05,7.78868600167068e-05,9.59139355724903e-05,5.55760099395304e-05,6.41337004172272e-05,6.46118210957358e-05,6.61899643011825e-05,4.91940597871123e-05,0.000232727627667887,2.82886369110204e-05,3.39193226940349e-05,5.02644231237384e-05,4.67488570038914e-05,5.13621813241393e-05,1.32539538184674e-05,5.72466651511054e-05,0.000100645446438061,0.000247407628321767,0.000125603363732353,0.000230041643664556,0.000109873365213408,0.000108053034363682,4.88609165424443e-05,0.000131833966966706,8.28085226091807e-05,0.000177757788781785,7.49519838605314e-05,2.37446109765701e-06,2.05396141490076e-05,5.99972611362681e-07,3.58479780082682e-06,7.31892366909292e-06,7.88587241190951e-06,5.18752275088996e-06,0,3.8816054747728e-06,6.29031676026733e-06,1.00262281859014e-05,0,6.63402081121511e-06,6.04191052684132e-06,4.29166213169809e-06,3.78912757084681e-05,6.50572166893481e-06,5.57769792699656e-05,8.11842911801078e-06,3.86039966834422e-05,4.26704843673331e-06,2.53493638331326e-05,2.69621839822563e-05,1.63683089119236e-05,2.28356944839947e-05,8.06610563459329e-06,3.15277171328181e-06,8.01435516113149e-06,2.54717213808506e-06,1.2583810237228e-05,6.38514637992595e-06,3.57321415617805e-06,1.15548329979447e-05,0,0.00031053530561047,0,"3 under.abundant","TS under"
"K03779","Metabolism","Carbohydrate metabolism","","K03779(L(+)-tartrate_dehydratase_alpha_subunit)",3.89245983054048e-05,0.000112029748324963,0.000131922087303055,9.87288921600286e-05,2.39718509428508e-05,4.21740015025769e-05,8.71991679486664e-05,6.6538414637994e-05,4.73175678992407e-05,0.000130763014977263,8.67155942748045e-05,7.6609929054562e-05,2.40404003516903e-05,0.000126214239050346,6.11647677526711e-05,9.07365989617637e-06,3.95612674094693e-05,3.20115923812921e-05,0.000137781855890179,0.000171015655878164,6.83481598193031e-05,5.94501970735767e-05,0,4.07770060956014e-05,2.41735090887904e-05,2.98569614253181e-05,0.000109776288306131,2.1315467411683e-05,0,1.91056270886429e-05,1.8981328446388e-05,8.37651184991681e-06,2.09087918620007e-05,3.15939059205572e-06,4.4680779610798e-06,0,1.20419498502844e-05,1.11237144423364e-05,1.36764811782745e-05,0,6.32874751461759e-06,0,9.07921652599022e-06,5.66488188803896e-05,3.97676130089058e-05,3.15430793582932e-05,1.06531241066267e-05,7.14351155752161e-05,7.34087132349135e-05,3.85860937008415e-05,2.54945642021327e-05,1.915682560751e-06,1.44024044711665e-05,8.08925507038893e-06,4.32145354258913e-06,2.27208078719145e-05,9.45227127887069e-06,2.10386429540557e-05,1.11855820968036e-05,1.124146770185e-05,2.16262763990197e-05,0,0.000202629714944453,0,"1 Used for KS selection","TS under"
